0.1	0
0.100925	0
0.101859	0
0.102802	0
0.103753	0
0.104713	0
0.105682	0
0.10666	0
0.107647	0
0.108643	0
0.109648	0
0.110662	0.00140238
0.111686	0.00391333
0.11272	0.0064488
0.113763	0.00900634
0.114815	0.0115859
0.115878	0.0141925
0.11695	0.0168212
0.118032	0.0194744
0.119124	0.022152
0.120226	0.0248543
0.121339	0.0275834
0.122462	0.0303372
0.123595	0.0331154
0.124738	0.0359181
0.125893	0.0387503
0.127057	0.0416046
0.128233	0.0444882
0.12942	0.0473989
0.130617	0.050334
0.131826	0.0532986
0.133045	0.0562877
0.134277	0.0593087
0.135519	0.0623542
0.136773	0.0654292
0.138038	0.0685311
0.139316	0.0716648
0.140605	0.0748256
0.141906	0.0780158
0.143219	0.0812354
0.144544	0.0844844
0.145881	0.0877629
0.147231	0.0910732
0.148594	0.0944154
0.149968	0.0977846
0.151356	0.101188
0.152757	0.104624
0.15417	0.108088
0.155597	0.111587
0.157036	0.115116
0.158489	0.118679
0.159956	0.122276
0.161436	0.125905
0.16293	0.129569
0.164437	0.133264
0.165959	0.136996
0.167494	0.14076
0.169044	0.144561
0.170608	0.148396
0.172187	0.152268
0.17378	0.156174
0.175388	0.160117
0.177011	0.164097
0.178649	0.168113
0.180302	0.172167
0.18197	0.176257
0.183654	0.180386
0.185353	0.184552
0.187068	0.188757
0.188799	0.193002
0.190546	0.197286
0.192309	0.201609
0.194089	0.205974
0.195884	0.210375
0.197697	0.214821
0.199526	0.219306
0.201372	0.223832
0.203236	0.228403
0.205116	0.233013
0.207014	0.237667
0.20893	0.242365
0.210863	0.253137
0.212814	0.275154
0.214783	0.297375
0.21677	0.319798
0.218776	0.342437
0.2208	0.365278
0.222844	0.388345
0.224905	0.411604
0.226986	0.435088
0.229087	0.458799
0.231206	0.482712
0.233346	0.506862
0.235505	0.531227
0.237684	0.555818
0.239883	0.580634
0.242103	0.605687
0.244343	0.630966
0.246604	0.656482
0.248886	0.682235
0.251189	0.708225
0.253513	0.734451
0.255859	0.760927
0.258226	0.787639
0.260615	0.814599
0.263027	0.841819
0.265461	0.869287
0.267917	0.897004
0.270396	0.92498
0.272898	0.953216
0.275423	0.981711
0.277971	1.01047
0.280543	1.03949
0.283139	1.06879
0.285759	1.09835
0.288403	1.12819
0.291072	1.15831
0.293765	1.1887
0.296483	1.21938
0.299226	1.25033
0.301995	1.28158
0.30479	1.31312
0.30761	1.34495
0.310456	1.37684
0.313329	1.40583
0.316228	1.43508
0.319154	1.4646
0.322107	1.4944
0.325087	1.52446
0.328095	1.55481
0.331131	1.58544
0.334195	1.61636
0.337287	1.64755
0.340408	1.67904
0.343558	1.71082
0.346737	1.7429
0.349945	1.77526
0.353183	1.80793
0.356451	1.84091
0.359749	1.87418
0.363078	1.90777
0.366438	1.94167
0.369828	1.97587
0.37325	2.0104
0.376704	2.04525
0.380189	2.08041
0.383707	2.1159
0.387258	2.15173
0.390841	2.18788
0.394457	2.22436
0.398107	2.26119
0.401791	2.29836
0.405509	2.33587
0.409261	2.37373
0.413047	2.40554
0.416869	2.43503
0.420727	2.46479
0.42462	2.49482
0.428549	2.52513
0.432514	2.55572
0.436516	2.58659
0.440555	2.61775
0.444631	2.64919
0.448745	2.68093
0.452898	2.71296
0.457088	2.74529
0.461318	2.77792
