0.1	0
0.100925	0
0.101859	0
0.102802	0
0.103753	0
0.104713	0
0.105682	0
0.10666	0
0.107647	0
0.108643	0
0.109648	0
0.110662	1.00433e-06
0.111686	2.80257e-06
0.11272	4.61837e-06
0.113763	6.44998e-06
0.114815	8.29739e-06
0.115878	1.01641e-05
0.11695	1.20466e-05
0.118032	1.39467e-05
0.119124	1.58644e-05
0.120226	1.77996e-05
0.121339	1.97541e-05
0.122462	2.17262e-05
0.123595	2.37159e-05
0.124738	2.57231e-05
0.125893	2.77514e-05
0.127057	2.97955e-05
0.128233	3.18607e-05
0.12942	3.39451e-05
0.130617	3.60472e-05
0.131826	3.81703e-05
0.133045	4.0311e-05
0.134277	4.24745e-05
0.135519	4.46556e-05
0.136773	4.68577e-05
0.138038	4.90792e-05
0.139316	5.13234e-05
0.140605	5.35871e-05
0.141906	5.58717e-05
0.143219	5.81775e-05
0.144544	6.05043e-05
0.145881	6.28522e-05
0.147231	6.52229e-05
0.148594	6.76165e-05
0.149968	7.00294e-05
0.151356	7.24668e-05
0.152757	7.49271e-05
0.15417	7.74085e-05
0.155597	7.99144e-05
0.157036	8.24414e-05
0.158489	8.4993e-05
0.159956	8.75692e-05
0.161436	9.01682e-05
0.16293	9.27919e-05
0.164437	9.54383e-05
0.165959	9.81111e-05
0.167494	0.000100807
0.169044	0.000103529
0.170608	0.000106275
0.172187	0.000109048
0.17378	0.000111845
0.175388	0.000114669
0.177011	0.000117519
0.178649	0.000120396
0.180302	0.000123299
0.18197	0.000126228
0.183654	0.000129185
0.185353	0.000132169
0.187068	0.00013518
0.188799	0.00013822
0.190546	0.000141288
0.192309	0.000144384
0.194089	0.00014751
0.195884	0.000150662
0.197697	0.000153846
0.199526	0.000157058
0.201372	0.0001603
0.203236	0.000163573
0.205116	0.000166874
0.207014	0.000170208
0.20893	0.000173572
0.210863	0.000269386
0.212814	0.000536879
0.214783	0.000806839
0.21677	0.00107927
0.218776	0.0013543
0.2208	0.0016318
0.222844	0.00191205
0.224905	0.00219462
0.226986	0.00247994
0.229087	0.00276799
0.231206	0.00305852
0.233346	0.00335193
0.235505	0.00364794
0.237684	0.00394669
0.239883	0.00424818
0.242103	0.00455256
0.244343	0.00485967
0.246604	0.00516967
0.248886	0.00548254
0.251189	0.0057983
0.253513	0.00611693
0.255859	0.00643858
0.258226	0.00676311
0.260615	0.00709065
0.263027	0.00742135
0.265461	0.00775507
0.267917	0.0080918
0.270396	0.00843168
0.272898	0.00877472
0.275423	0.00912091
0.277971	0.00947025
0.280543	0.00982289
0.283139	0.0101788
0.285759	0.010538
0.288403	0.0109005
0.291072	0.0112665
0.293765	0.0116357
0.296483	0.0120083
0.299226	0.0123844
0.301995	0.0127641
0.30479	0.0131473
0.30761	0.0135339
0.310456	0.0141292
0.313329	0.0176953
0.316228	0.0212937
0.319154	0.0249257
0.322107	0.0285911
0.325087	0.03229
0.328095	0.0360237
0.331131	0.0397922
0.334195	0.0435954
0.337287	0.0474334
0.340408	0.0513074
0.343558	0.0552173
0.346737	0.0591633
0.349945	0.0631452
0.353183	0.0671644
0.356451	0.0712209
0.359749	0.0753145
0.363078	0.0794467
0.366438	0.0836173
0.369828	0.0878252
0.37325	0.0920727
0.376704	0.0963601
0.380189	0.100686
0.383707	0.105053
0.387258	0.10946
